,Unnamed: 0,abv,ibu,id,name,style,brewery_id,ounces
906,906,0.07,70.0,1109,Descender IPA,American IPA,464,12.0
907,907,0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0
908,908,0.0559999999999999,36.0,1000,Good People Pale Ale,American Pale Ale (APA),478,12.0
909,909,0.093,103.0,312,Snake Handler Double IPA,American Double / Imperial IPA,478,12.0
910,910,0.06,54.0,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12.0
911,911,0.06,64.0,309,Good People IPA,American IPA,478,12.0
912,912,0.0579999999999999,36.0,308,Good People American Brown Ale,American Brown Ale,478,12.0
913,913,0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.0
914,914,0.059,55.0,2198,Goose Island India Pale Ale,American IPA,196,12.0
915,915,0.054,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.0
916,916,0.054,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.0
917,917,0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0
918,918,0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0
919,919,0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0
920,920,0.052,19.0,1383,Beaver Logger,American Pale Lager,420,12.0
921,921,0.05,,477,White Water Wheat,American Pale Wheat Ale,536,12.0
922,922,0.052,,476,Grand Canyon American Pilsner,American Pilsner,536,12.0
923,923,0.054,,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12.0
924,924,,,142,Black Iron India Pale Ale,American IPA,536,12.0
925,925,0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.0
926,926,0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,213,12.0
927,927,0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.0
928,928,0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.0
929,929,0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.0
930,930,0.0559999999999999,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0
931,931,0.062,60.0,1701,Great Crescent IPA,American IPA,165,16.0
932,932,0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,165,16.0
933,933,0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.0
934,934,0.0559999999999999,33.0,1269,Great Crescent Coconut Porter,American Porter,165,16.0
935,935,0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0
936,936,0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,165,16.0
937,937,0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0
938,938,0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0
939,939,0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0
940,940,0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,165,16.0
941,941,0.075,65.0,455,Bourbon's Barrel Stout,American Stout,165,16.0
942,942,0.08,66.0,442,Great Crescent Stout,English Stout,165,16.0
943,943,0.0559999999999999,33.0,441,Great Crescent Coconut Porter (2012),American Porter,165,16.0
944,944,0.057,23.0,440,Great Crescent Dark Lager,Euro Dark Lager,165,16.0
945,945,0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0
946,946,0.062,60.0,436,Great Crescent IPA (2011),American IPA,165,16.0
947,947,0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0
948,948,0.05,,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12.0
949,949,0.087,,2649,Hibernation Ale,Old Ale,6,12.0
950,950,0.061,,2648,Whitewater,American Pale Wheat Ale,6,12.0
951,951,0.071,,2647,Rumble,American IPA,6,12.0
952,952,0.083,,2646,Orabelle,Tripel,6,12.0
953,953,0.05,,2645,Lasso,American IPA,6,12.0
954,954,0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0
955,955,0.073,,2643,Colette,Saison / Farmhouse Ale,6,12.0
956,956,0.071,,2642,Titan IPA,American IPA,6,12.0
957,957,0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0
958,958,0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0
959,959,0.052,49.0,1923,Commotion APA,American Pale Ale (APA),269,12.0
960,960,0.052,,1922,Southern Drawl Pale Lager,American Pale Lager,269,12.0
961,961,0.05,5.0,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.0
962,962,0.07,22.0,1574,Barrel Aged Farmer,American Brown Ale,365,16.0
963,963,0.048,,1446,Great River Golden Ale,American Blonde Ale,365,12.0
964,964,0.048,,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,365,12.0
965,965,0.048,20.0,1244,Dos Pistolas,Vienna Lager,365,12.0
966,966,0.05,30.0,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16.0
967,967,0.06,,1028,Aaah Bock Lager,Vienna Lager,365,16.0
968,968,0.055,10.0,865,Widespread Wit,Witbier,365,16.0
969,969,0.054,30.0,864,Roller Dam Red Ale,Irish Red Ale,365,16.0
970,970,0.053,48.0,863,483 Pale Ale,American Pale Ale (APA),365,16.0
971,971,0.09,99.0,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.0
972,972,0.07,22.0,655,Farmer Brown Ale,American Brown Ale,365,16.0
973,973,0.07,70.0,540,Big Cock IPA,American IPA,365,16.0
974,974,0.059,25.0,539,Oktoberfest,Märzen / Oktoberfest,365,16.0
975,975,0.048,25.0,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.0
976,976,0.06,36.0,371,Redband Stout,American Stout,365,16.0
977,977,0.053,48.0,190,483 Pale Ale (2010),American Pale Ale (APA),365,16.0
978,978,0.054,30.0,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16.0
979,979,0.05,30.0,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.0
980,980,0.057,44.0,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12.0
981,981,0.067,71.0,2313,Mothman Black IPA,American Black Ale,156,12.0
982,982,0.0579999999999999,,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16.0
983,983,0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,86,12.0
984,984,0.0579999999999999,,1567,Autumn Winds,Märzen / Oktoberfest,379,16.0
985,985,0.06,54.0,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.0
986,986,0.04,20.0,1186,Hazy Day Belgian-Style Wit,Witbier,379,16.0
987,987,0.055,,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,379,16.0
988,988,0.06,34.0,984,Leaning Chimney Smoked Porter,American Porter,379,16.0
989,989,0.06,54.0,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.0
990,990,0.049,22.0,631,Flagship Ale,Cream Ale,379,12.0
991,991,0.045,6.0,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16.0
992,992,0.065,,2143,3 Scrooges,Winter Warmer,124,16.0
993,993,0.05,25.0,2142,Screamin’ Pumpkin,Pumpkin Ale,124,16.0
994,994,0.05,35.0,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.0
995,995,0.065,25.0,2140,El Rojo,American Amber / Red Ale,124,16.0
996,996,0.075,,2139,Norm's Raggedy Ass IPA,American IPA,124,16.0
997,997,0.05,35.0,2138,Grind Line,American Pale Ale (APA),124,16.0
998,998,0.04,55.0,2007,Norm's Gateway IPA,American IPA,124,12.0
999,999,0.09,,1570,Lemon Shandy Tripel,Tripel,124,16.0
1000,1000,0.063,43.0,2339,Little Red Cap,Altbier,144,12.0
1001,1001,0.069,67.0,1857,Supergoose IPA,American IPA,290,12.0
1002,1002,0.047,,1440,Hale's Pale American Ale,American Pale Ale (APA),290,12.0
1003,1003,0.07,,1753,Heyoka IPA,American IPA,327,16.0
1004,1004,0.08,,1448,Guest Lager,American Double / Imperial Pilsner,327,16.0
1005,1005,0.057,,1134,Pony Pilsner,German Pilsener,327,16.0
1006,1006,0.055,,1066,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,16.0
1007,1007,0.06,,849,Meat Wave,English India Pale Ale (IPA),327,16.0
1008,1008,0.06,,352,Over Ale,American Brown Ale,327,16.0
1009,1009,0.042,,149,Gossamer Golden Ale,American Blonde Ale,327,16.0
1010,1010,0.052,,148,Daisy Cutter Pale Ale,American Pale Ale (APA),327,16.0
1011,1011,0.07,40.0,2026,Pursuit,American IPA,248,12.0
1012,1012,0.052,18.0,1361,Half Full Bright Ale,American Blonde Ale,248,12.0
1013,1013,0.046,17.0,1016,Orange Wheat,Fruit / Vegetable Beer,476,12.0
1014,1014,0.043,14.0,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12.0
1015,1015,0.075,70.0,1677,The Great Return,American IPA,343,16.0
1016,1016,0.044,18.0,1331,Hardywood Cream Ale,Cream Ale,343,12.0
1017,1017,0.0559999999999999,55.0,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12.0
1018,1018,0.052,15.0,2059,UFO Gingerland,Herbed / Spiced Beer,234,12.0
1019,1019,0.062,45.0,1653,The Long Thaw White IPA,American White IPA,234,12.0
1020,1020,0.048,,1558,Honey Cider,Cider,234,12.0
1021,1021,0.05,28.0,1380,Harpoon Summer Beer,Kölsch,234,12.0
1022,1022,0.059,42.0,1379,Harpoon IPA,American IPA,234,12.0
1023,1023,0.059,20.0,1340,UFO Pumpkin,Pumpkin Ale,234,12.0
1024,1024,0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.0
1025,1025,0.059,42.0,770,Harpoon IPA (2012),American IPA,234,12.0
1026,1026,0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,234,12.0
1027,1027,0.048,10.0,610,UFO White,American Pale Wheat Ale,234,12.0
1028,1028,0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,234,12.0
1029,1029,0.059,42.0,126,Harpoon IPA (2010),American IPA,234,12.0
1030,1030,,,506,Great Falls Select Pale Ale,American Blonde Ale,535,12.0
1031,1031,0.048,,181,Beltian White,Witbier,535,12.0
1032,1032,0.049,,2183,Kaua'i Golden Ale,American Blonde Ale,204,12.0
1033,1033,0.054,,2182,Sunset Amber,American Pale Ale (APA),204,12.0
1034,1034,0.064,,2181,Hapa Brown Ale,American Brown Ale,204,19.2
1035,1035,0.064,,2180,Hapa Brown Ale,American Brown Ale,204,12.0
1036,1036,0.083,,2179,Southern Cross,Flanders Red Ale,204,19.2
1037,1037,0.076,65.0,1895,Groupe G,Belgian IPA,280,16.0
1038,1038,0.062,40.0,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16.0
1039,1039,0.088,77.0,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16.0
1040,1040,0.072,45.0,990,Loose Cannon,American IPA,479,12.0
1041,1041,0.06,30.0,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12.0
1042,1042,0.06,,988,Davy Jones Lager,Cream Ale,479,12.0
1043,1043,0.063,30.0,1351,Grazias,Cream Ale,423,16.0
1044,1044,0.08,86.0,1346,Habitus IPA,American IPA,423,16.0
1045,1045,0.099,85.0,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.0
1046,1046,0.063,21.0,2295,The Golden One,American Pilsner,168,12.0
1047,1047,0.07,68.0,2294,The Power of Zeus,American Pale Ale (APA),168,12.0
1048,1048,0.044,22.0,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.0
1049,1049,0.045,,616,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12.0
1050,1050,0.055,,96,Annie's Amber Ale,American Amber / Red Ale,500,12.0
1051,1051,0.045,32.0,1615,The 12th Can™,American Pale Ale (APA),362,16.0
1052,1052,0.055,34.0,889,Hilliard's Pils,Czech Pilsener,362,16.0
1053,1053,0.049,20.0,724,Hilliard's Blonde,American Blonde Ale,362,16.0
1054,1054,0.055,60.0,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16.0
1055,1055,0.066,30.0,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16.0
1056,1056,0.042,,1652,White Cap White IPA,American White IPA,349,16.0
1057,1057,0.042,25.0,1835,Provision,Saison / Farmhouse Ale,297,12.0
1058,1058,0.047,28.0,1834,One Nut Brown,American Brown Ale,297,12.0
1059,1059,0.0579999999999999,45.0,1833,Hop Farm IPA,American IPA,297,12.0
1060,1060,0.049,20.0,2195,Double D Blonde,American Blonde Ale,198,12.0
1061,1061,0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,198,12.0
1062,1062,0.063,70.0,1543,Proxima IPA,American IPA,198,12.0
1063,1063,0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,198,12.0
1064,1064,0.048,13.0,1354,541 American Lager,American Pale Lager,198,12.0
1065,1065,0.065,90.0,1353,Alphadelic IPA,American IPA,198,12.0
1066,1066,0.065,90.0,499,Alphadelic IPA (2011),American IPA,198,12.0
1067,1067,0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,198,12.0
1068,1068,0.07,,1501,Green House India Pale Ale,American IPA,395,12.0
1069,1069,0.051,,1004,The One They Call Zoe,American Pale Lager,395,12.0
1070,1070,0.051,40.0,502,Alteration,Altbier,395,12.0
1071,1071,0.06,50.0,501,Pale Dog,American Pale Ale (APA),395,12.0
1072,1072,0.065,,2357,Porter Culture,American Porter,136,12.0
1073,1073,0.068,,2483,Hard Cider,Cider,80,16.0
1074,1074,0.027,21.0,2482,Totally Radler,Radler,80,16.0
1075,1075,0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1076,1076,0.039,20.0,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1077,1077,0.039,20.0,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1078,1078,0.039,20.0,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1079,1079,0.039,20.0,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1080,1080,0.039,20.0,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1081,1081,0.039,20.0,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1082,1082,0.039,20.0,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1083,1083,0.039,20.0,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1084,1084,0.039,20.0,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1085,1085,0.039,20.0,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1086,1086,0.039,20.0,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1087,1087,0.0579999999999999,60.0,2388,Rise Up Red,American Amber / Red Ale,80,16.0
1088,1088,0.0579999999999999,35.0,2200,Survival Stout,American Stout,80,16.0
1089,1089,0.066,75.0,2199,Hopworks IPA,American IPA,80,16.0
1090,1090,0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,80,16.0
1091,1091,0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,80,16.0
1092,1092,0.0579999999999999,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16.0
1093,1093,0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,80,16.0
1094,1094,0.051,32.0,658,HUB Lager,Czech Pilsener,80,16.0
1095,1095,0.066,75.0,653,Hopworks IPA (2012),American IPA,80,16.0
1096,1096,0.0559999999999999,,2385,Watermelon Wheat,American Pale Wheat Ale,120,12.0
1097,1097,0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,120,12.0
1098,1098,0.06,,2383,Oktoberfest,Märzen / Oktoberfest,120,16.0
1099,1099,0.065,,1251,Trail Maker Pale Ale,American Pale Ale (APA),445,12.0
1100,1100,0.055,,1250,Action Man Lager,Vienna Lager,445,12.0
1101,1101,0.068,90.0,1903,Let It Ride IPA,American IPA,277,12.0
1102,1102,0.065,22.0,1691,Stir Crazy Winter Ale,Winter Warmer,277,12.0
1103,1103,0.05,10.0,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.0
1104,1104,0.046,27.0,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.0
1105,1105,0.065,80.0,729,Midnight Ryder,American Black Ale,277,12.0
1106,1106,0.054,45.0,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12.0
1107,1107,0.048,32.0,2350,Oklahoma Suks,American Amber / Red Ale,140,12.0
1108,1108,0.055,42.0,2301,Power & Light,American Pale Ale (APA),140,12.0
1109,1109,0.059,27.0,1904,White Rabbit ,Witbier,140,12.0
1110,1110,0.0579999999999999,58.0,2609,Tribute,American Pale Ale (APA),23,12.0
1111,1111,0.07,75.0,2038,Infamous IPA,American IPA,242,12.0
1112,1112,0.055,20.0,1774,Hijack,Cream Ale,242,12.0
1113,1113,0.045,20.0,559,Jon Boat Coastal Ale,American Blonde Ale,527,12.0
1114,1114,0.068,55.0,558,I-10 IPA,American IPA,527,12.0
1115,1115,0.053,28.0,553,People's Pale Ale,American Pale Ale (APA),527,12.0
1116,1116,0.049,,2376,Summer Ale,American Blonde Ale,123,12.0
1117,1117,,,1784,Appreciation Ale,American IPA,316,16.0
1118,1118,0.052,18.0,2673,House Lager,Keller Bier / Zwickel Bier,2,16.0
1119,1119,0.048,15.0,2672,Leisure Time,American Pale Lager,2,12.0
1120,1120,0.072,80.0,2671,Excess IPL,American India Pale Lager,2,16.0
1121,1121,0.067,65.0,2670,Hoponius Union,American India Pale Lager,2,12.0
1122,1122,0.049,45.0,2669,Calyptra,American India Pale Lager,2,12.0
1123,1123,0.05,,1405,Helen's Blend,Cider,416,12.0
1124,1124,0.051,,823,Jack's Hard Cider,Cider,416,12.0
1125,1125,0.055,37.0,1793,Thunder Ann,American Pale Ale (APA),312,12.0
1126,1126,0.055,,2453,Razz Wheat,Fruit / Vegetable Beer,92,12.0
1127,1127,0.065,,2363,Hop Ryot,American IPA,92,12.0
1128,1128,0.07,,689,Mystic Mama IPA,American IPA,92,12.0
1129,1129,0.05,,688,Firefly Amber Ale,American Amber / Red Ale,92,12.0
1130,1130,0.067,,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12.0
1131,1131,0.069,,2408,Welcome to Scoville,American IPA,114,12.0
1132,1132,,,2595,Bastian,American Strong Ale,32,12.0
1133,1133,0.045,,2480,Healani,Hefeweizen,32,12.0
1134,1134,0.055,,1525,Yabba Dhaba Chai Tea Porter,American Porter,32,12.0
1135,1135,0.055,,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12.0
1136,1136,0.06,,1523,Casper White Stout,American Blonde Ale,32,12.0
1137,1137,0.06,,1254,JP's Ould Sod Irish Red IPA,American IPA,32,12.0
1138,1138,0.05,15.0,2060,Weize Guy,Hefeweizen,233,12.0
1139,1139,0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.0
1140,1140,0.093,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.0
1141,1141,0.052,15.0,467,Joseph James American Lager,American Adjunct Lager,233,12.0
1142,1142,0.071,,2163,Sucha Much IPA,American IPA,208,12.0
1143,1143,0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12.0
1144,1144,0.052,16.0,2374,Weisse Versa (2012),Hefeweizen,125,12.0
1145,1145,0.0579999999999999,25.0,1560,Mother in Lager,Munich Dunkel Lager,125,12.0
1146,1146,0.055,40.0,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.0
1147,1147,0.055,25.0,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12.0
1148,1148,0.047,20.0,1235,Love Street Summer Seasonal (2014),Kölsch,125,12.0
1149,1149,0.066,20.0,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12.0
1150,1150,0.095,85.0,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.0
1151,1151,0.049,45.0,465,Sympathy for the Lager,American Amber / Red Lager,125,12.0
1152,1152,0.052,15.0,464,Weisse Versa,Hefeweizen,125,12.0
1153,1153,0.066,70.0,463,Hopadillo India Pale Ale,American IPA,125,12.0
1154,1154,0.057,19.0,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12.0
1155,1155,0.06,64.0,1572,KelSo India Pale Ale,American IPA,342,12.0
1156,1156,0.055,23.0,1348,KelSo Pilsner,Czech Pilsener,342,12.0
1157,1157,0.0579999999999999,,1193,Skilak Scottish Ale,Scottish Ale,458,12.0
1158,1158,0.05,15.0,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.0
1159,1159,0.068,,349,Sunken Island IPA,American IPA,458,12.0
1160,1160,0.0579999999999999,,348,Skilak Scottish Ale (2011),Scottish Ale,458,12.0
1161,1161,0.065,11.0,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0
1162,1162,0.065,65.0,759,Double Haul IPA (2009),American IPA,510,16.0
1163,1163,0.065,65.0,758,Double Haul IPA (2006),American IPA,510,16.0
1164,1164,0.055,50.0,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0
1165,1165,0.065,65.0,86,Double Haul IPA,American IPA,510,16.0
1166,1166,0.065,11.0,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0
1167,1167,,,2472,U. P. Witbier,Witbier,84,12.0
1168,1168,,,779,November Gale Pale Ale,American Pale Ale (APA),84,12.0
1169,1169,,,364,Olde Ore Dock Scottish Ale,Scottish Ale,84,12.0
1170,1170,,,60,Widow Maker Black Ale,American Brown Ale,84,12.0
1171,1171,,,59,Lift Bridge Brown Ale,American Brown Ale,84,12.0
1172,1172,,,58,Pick Axe Blonde Ale,American Blonde Ale,84,12.0
1173,1173,,,57,Red Jacket Amber Ale,American Amber / Red Ale,84,12.0
1174,1174,0.051,,2436,Amber Ale,American Amber / Red Ale,102,12.0
1175,1175,0.055,,1706,King Street Pilsner,Czech Pilsener,102,12.0
1176,1176,0.06,70.0,1667,King Street IPA,American IPA,102,12.0
1177,1177,0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,102,12.0
1178,1178,0.049,,1665,King Street Blonde Ale,American Blonde Ale,102,12.0
1179,1179,0.063,65.0,2460,India Pale Ale,American IPA,87,16.0
1180,1180,0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.0
1181,1181,0.046,18.0,1274,Longboard Island Lager,American Amber / Red Lager,439,24.0
1182,1182,0.046,18.0,1220,Longboard Island Lager,American Amber / Red Lager,439,16.0
1183,1183,0.046,18.0,1070,Longboard Island Lager,American Amber / Red Lager,439,12.0
1184,1184,0.046,18.0,590,Longboard Island Lager,American Amber / Red Lager,439,12.0
1185,1185,0.04,9.0,781,Choc Beer (2003),American Dark Wheat Ale,505,12.0
1186,1186,0.08,,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16.0
1187,1187,0.054,15.0,1741,A Slice of Hefen,Hefeweizen,332,16.0
1188,1188,0.072,100.0,664,Elevated IPA,American IPA,332,16.0
1189,1189,0.066,30.0,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0
1190,1190,0.048,28.0,195,Lancaster German Style Kölsch,Kölsch,545,12.0
1191,1191,0.045,,2547,Beach Cruiser,Hefeweizen,59,12.0
1192,1192,0.068,,2493,I.P. Eh!,American IPA,59,12.0
1193,1193,0.05,,2492,Schoolhouse Honey,American Amber / Red Ale,59,12.0
1194,1194,0.055,,2491,10 Degrees of Separation,English Brown Ale,59,12.0
1195,1195,0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,218,12.0
1196,1196,0.048,9.0,1397,Two-One Niner,American Pilsner,218,12.0
1197,1197,0.064,66.0,1396,Laughing Dog IPA,American IPA,218,12.0
1198,1198,0.064,95.0,1675,Madra Allta,American IPA,345,12.0
1199,1199,0.0559999999999999,70.0,1249,Duluchan India Pale Ale,American IPA,345,12.0
1200,1200,0.05,,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16.0
1201,1201,0.051,,475,Yellowstone Golden Ale,Kölsch,537,12.0
1202,1202,0.057,,474,Tumbleweed IPA,American IPA,537,12.0
1203,1203,0.05,,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12.0
1204,1204,0.05,,472,Miner's Gold Hefeweizen,Hefeweizen,537,12.0
1205,1205,0.057,,471,Back Country Scottish Ale,Scottish Ale,537,12.0
1206,1206,0.052,30.0,2036,Getaway,German Pilsener,244,16.0
1207,1207,0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0
1208,1208,0.0579999999999999,40.0,1832,Adam's Stout,American Stout,298,12.0
1209,1209,0.057,42.0,1688,American Hero,American Amber / Red Ale,298,12.0
1210,1210,0.052,20.0,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.0
1211,1211,0.065,75.0,1686,Irregardless IPA,American IPA,298,12.0
1212,1212,0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),104,12.0
1213,1213,0.06,,2332,Deadeye Jack,American Porter,149,12.0
1214,1214,0.075,,2330,Pistols at Dawn,American Stout,149,16.0
1215,1215,0.057,47.0,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0
1216,1216,0.0579999999999999,11.0,2327,Shotgun Betty,Hefeweizen,149,12.0
1217,1217,0.061,30.0,2326,Sweet Josie,American Brown Ale,149,12.0
1218,1218,0.059,42.0,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.0
1219,1219,0.046,30.0,1924,Long Trail Ale,American Amber / Red Ale,268,12.0
1220,1220,0.072,33.0,1090,Double Bag,Altbier,268,16.0
1221,1221,0.04,8.0,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.0
1222,1222,0.046,30.0,573,Long Trail Ale (1),Altbier,268,12.0
1223,1223,0.046,8.0,2584,Gose,Gose,41,16.0
1224,1224,0.048,20.0,2583,Vermont Pilsner,German Pilsener,41,16.0
1225,1225,0.055,,2582,Mosaic Single Hop IPA,American IPA,41,16.0
1226,1226,0.045,,2581,Lost Galaxy,American IPA,41,16.0
1227,1227,0.062,65.0,1309,Face Plant IPA,American IPA,430,12.0
1228,1228,0.0559999999999999,55.0,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.0
1229,1229,0.052,29.0,1571,Slow Hand Stout,American Stout,377,16.0
1230,1230,0.062,,1204,Hips Don't Lie,Hefeweizen,456,16.0
1231,1231,0.052,,1122,Ride Again Pale Ale,American Pale Ale (APA),456,16.0
1232,1232,0.048,,700,The Farmer's Daughter,American Blonde Ale,456,16.0
1233,1233,0.038,18.0,2033,Pub Ale,English Dark Mild Ale,245,12.0
1234,1234,0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,245,12.0
1235,1235,0.054,,2311,Knotty Pine,American Pale Ale (APA),158,12.0
1236,1236,0.053,20.0,1153,Lumberyard Pilsner,American Pilsner,158,12.0
1237,1237,0.061,,355,Lumberyard IPA,American IPA,158,12.0
1238,1238,0.0579999999999999,,125,Lumberyard Red Ale,American Amber / Red Ale,158,12.0
1239,1239,0.05,,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12.0
1240,1240,0.051,32.0,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0
1241,1241,0.05,,1475,Macon Progress Ale,American Pale Ale (APA),400,12.0
1242,1242,0.055,,1008,Macon History Ale,American Brown Ale,400,12.0
1243,1243,0.099,,2454,Galaxy High,American Double / Imperial IPA,91,12.0
