name, column_name, n_tuples,n_attributes,p_num_var,p_cat_var,p_duplicates,total_size,column_uniqueness,column_density,column_entropy,p_correlated_features,max_pearson,min_pearson,column_type,mean,std,%missing,ML_ALGORITHM,BEST_METHOD
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,27.1994,0.6566,0.0,0.5551,-0.5878,categorical,None,None,0.4932,knn,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,23.7301,0.6838,0.0,0.5682,-0.5878,categorical,None,None,0.3937,knn,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,28.99,0.6795,0.0,0.5418,-0.5878,categorical,None,None,0.3039,knn,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,29.4221,0.6747,0.0,0.553,-0.5878,categorical,None,None,0.1975,knn,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9848,160968,0.0005,30.8583,0.6505,0.0,0.5495,-0.5878,categorical,None,None,0.0923,knn,impute_logistic_regression
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.7813,0.8878,0.0,0.5526,-0.5665,categorical,None,None,0.4932,nb,impute_bfill
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.8178,0.9433,0.0,0.5526,-0.5839,categorical,None,None,0.3937,nb,impute_bfill
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.9021,0.9974,0.0,0.5526,-0.5839,categorical,None,None,0.3039,nb,impute_bfill
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.8942,1.0337,0.0,0.5526,-0.583,categorical,None,None,0.1975,nb,impute_bfill
mushrooms,RingType,4021,5,0.0,1.0,0.9851,160968,0.0012,4.8921,1.0534,0.0,0.5526,-0.58,categorical,None,None,0.0923,nb,no_impute
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.7813,0.8878,0.0,0.5526,-0.5665,categorical,None,None,0.4932,knn,impute_logistic_regression
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.8178,0.9433,0.0,0.5526,-0.5839,categorical,None,None,0.3937,knn,impute_logistic_regression
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.9021,0.9974,0.0,0.5526,-0.5839,categorical,None,None,0.3039,knn,no_impute
mushrooms,RingType,4021,5,0.0,1.0,0.9843,160968,0.0012,4.8942,1.0337,0.0,0.5526,-0.583,categorical,None,None,0.1975,knn,impute_logistic_regression
mushrooms,RingType,4021,5,0.0,1.0,0.9851,160968,0.0012,4.8921,1.0534,0.0,0.5526,-0.58,categorical,None,None,0.0923,knn,impute_logistic_regression
german,Credit_amount,1000,5,0.6,0.4,0.047,40128,0.481,0.0002,3.4601,0.0,0.619,-0.2149,numerical,3241.7846,2679.9972,0.494,nb,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.035,40128,0.595,0.0001,4.2426,0.0,0.5934,-0.2149,numerical,3284.0291,2778.8718,0.381,nb,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.018,40128,0.647,0.0001,4.6565,0.0,0.6089,-0.2149,numerical,3222.4302,2758.5272,0.319,nb,no_impute
german,Credit_amount,1000,5,0.6,0.4,0.01,40128,0.754,0.0,5.5271,0.0,0.6269,-0.2149,numerical,3297.3768,2882.7024,0.188,nb,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.003,40128,0.84,0.0,6.1488,0.0,0.6277,-0.2149,numerical,3257.4773,2835.2463,0.097,nb,impute_bfill
german,Credit_amount,1000,5,0.6,0.4,0.047,40128,0.481,0.0002,3.4601,0.0,0.619,-0.2149,numerical,3241.7846,2679.9972,0.494,knn,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.035,40128,0.595,0.0001,4.2426,0.0,0.5934,-0.2149,numerical,3284.0291,2778.8718,0.381,knn,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.018,40128,0.647,0.0001,4.6565,0.0,0.6089,-0.2149,numerical,3222.4302,2758.5272,0.319,knn,impute_linear_regression
german,Credit_amount,1000,5,0.6,0.4,0.01,40128,0.754,0.0,5.5271,0.0,0.6269,-0.2149,numerical,3297.3768,2882.7024,0.188,knn,impute_bfill
german,Credit_amount,1000,5,0.6,0.4,0.003,40128,0.84,0.0,6.1488,0.0,0.6277,-0.2149,numerical,3257.4773,2835.2463,0.097,knn,impute_bfill
german,Age,1000,5,0.6,0.4,0.0,40128,0.05,0.0367,2.1567,0.0,0.625,-0.2149,numerical,34.8577,11.0813,0.494,nb,impute_bfill
german,Age,1000,5,0.6,0.4,0.0,40128,0.051,0.0353,2.5499,0.0,0.625,-0.2149,numerical,35.4426,11.2996,0.381,nb,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.052,0.0319,2.7325,0.0,0.625,-0.2149,numerical,35.3877,11.3692,0.319,nb,impute_bfill
german,Age,1000,5,0.6,0.4,0.0,40128,0.053,0.0305,3.1466,0.0,0.625,-0.2149,numerical,35.8276,11.6047,0.188,nb,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.052,0.0319,3.3807,0.0,0.625,-0.2149,numerical,35.5161,11.2358,0.097,nb,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.05,0.0367,2.1567,0.0,0.625,-0.2149,numerical,34.8577,11.0813,0.494,knn,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.051,0.0353,2.5499,0.0,0.625,-0.2149,numerical,35.4426,11.2996,0.381,knn,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.052,0.0319,2.7325,0.0,0.625,-0.2149,numerical,35.3877,11.3692,0.319,knn,impute_bfill
german,Age,1000,5,0.6,0.4,0.0,40128,0.053,0.0305,3.1466,0.0,0.625,-0.2149,numerical,35.8276,11.6047,0.188,knn,impute_linear_regression
german,Age,1000,5,0.6,0.4,0.0,40128,0.052,0.0319,3.3807,0.0,0.625,-0.2149,numerical,35.5161,11.2358,0.097,knn,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.029,0.1195,1.6622,0.0,0.619,-0.1996,numerical,21.3162,11.906,0.494,nb,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.032,0.0976,1.8955,0.0,0.5934,-0.2167,numerical,21.2811,11.9197,0.381,nb,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.03,0.1082,2.033,0.0,0.6089,-0.1547,numerical,20.3275,11.7745,0.319,nb,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.033,0.0916,2.2917,0.0,0.6269,-0.1842,numerical,20.766,12.0697,0.188,nb,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.032,0.0976,2.4349,0.0,0.6277,-0.2117,numerical,20.9679,12.0393,0.097,nb,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.029,0.1195,1.6622,0.0,0.619,-0.1996,numerical,21.3162,11.906,0.494,knn,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.032,0.0976,1.8955,0.0,0.5934,-0.2167,numerical,21.2811,11.9197,0.381,knn,impute_linear_regression
german,Duration,1000,5,0.6,0.4,0.0,40128,0.03,0.1082,2.033,0.0,0.6089,-0.1547,numerical,20.3275,11.7745,0.319,knn,impute_bfill
german,Duration,1000,5,0.6,0.4,0.0,40128,0.033,0.0916,2.2917,0.0,0.6269,-0.1842,numerical,20.766,12.0697,0.188,knn,impute_mean
german,Duration,1000,5,0.6,0.4,0.0,40128,0.032,0.0976,2.4349,0.0,0.6277,-0.2117,numerical,20.9679,12.0393,0.097,knn,impute_linear_regression
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.7105,1.1661,0.0,0.625,-0.2149,categorical,None,None,0.494,nb,impute_bfill
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6871,1.3033,0.0,0.625,-0.2149,categorical,None,None,0.381,nb,impute_bfill
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.7061,1.3651,0.0,0.625,-0.2149,categorical,None,None,0.319,nb,impute_logistic_regression
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6391,1.4942,0.0,0.625,-0.2149,categorical,None,None,0.188,nb,impute_logistic_regression
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6392,1.5372,0.0,0.625,-0.2149,categorical,None,None,0.097,nb,no_impute
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.7105,1.1661,0.0,0.625,-0.2149,categorical,None,None,0.494,knn,impute_bfill
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6871,1.3033,0.0,0.625,-0.2149,categorical,None,None,0.381,knn,impute_bfill
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.7061,1.3651,0.0,0.625,-0.2149,categorical,None,None,0.319,knn,no_impute
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6391,1.4942,0.0,0.625,-0.2149,categorical,None,None,0.188,knn,impute_bfill
german,Purpose,1000,5,0.6,0.4,0.0,40128,0.008,1.6392,1.5372,0.0,0.625,-0.2149,categorical,None,None,0.097,knn,no_impute
