Coupons,Year,Quarter,Origin,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,RoundTrip,OnLine,DollarCred,FarePerMile,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,ItinGeoType
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.1356,WN,1.0,265.0,0.0,1954.0,4,1954.0,2
2,2021,1,FAR,11637,1163703,31637,US,38,ND,North Dakota,66,1.0,1.0,1,0.0615,G4,6.0,150.0,0.0,2440.0,5,2440.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,1.0,1.0,1,0.4246,9E,2.0,366.0,0.0,862.0,2,862.0,2
4,2021,1,IND,12339,1233904,32337,US,18,IN,Indiana,42,1.0,1.0,1,0.0867,WN,1.0,297.0,0.0,3427.0,7,3427.0,2
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.2706,AA,2.0,367.0,0.0,1356.0,3,1356.0,2
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,1.0,1,0.1055,DL,5.0,324.0,0.0,3070.0,7,3070.0,2
4,2021,1,RIC,14524,1452401,34524,US,51,VA,Virginia,38,1.0,0.0,1,0.1531,AA,1.0,222.0,0.0,1450.0,3,1450.0,2
2,2021,1,SRQ,14986,1498603,34986,US,12,FL,Florida,33,0.0,0.0,1,0.1852,AA,1.0,221.0,0.0,1193.0,3,1193.0,2
2,2021,1,LGB,12954,1295407,32575,US,6,CA,California,91,1.0,1.0,1,0.2814,WN,3.0,130.0,0.0,462.0,1,462.0,2
2,2021,1,BWI,10821,1082106,30852,US,24,MD,Maryland,35,0.0,0.0,1,0.0091,DL,1.0,11.0,0.0,1210.0,3,1210.0,2
3,2021,1,JAC,12441,1244102,32441,US,56,WY,Wyoming,88,1.0,1.0,1,0.1013,DL,1.0,341.0,0.0,3367.0,7,3367.0,2
3,2021,1,BNA,10693,1069302,30693,US,47,TN,Tennessee,54,1.0,1.0,1,0.0243,NK,1.0,88.0,0.0,3620.0,8,3620.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.1525,OO,1.0,180.0,0.0,1180.0,3,1180.0,2
4,2021,1,STL,15016,1501606,31123,US,29,MO,Missouri,64,1.0,1.0,1,0.1187,WN,1.0,272.0,0.0,2292.0,5,2292.0,2
4,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,1.0,0.0,1,0.1082,OO,1.0,292.0,0.0,2698.0,6,2698.0,2
2,2021,1,BWI,10821,1082106,30852,US,24,MD,Maryland,35,1.0,1.0,1,0.1194,WN,1.0,201.0,0.0,1684.0,4,1684.0,2
3,2021,1,SNA,14908,1490803,32575,US,6,CA,California,91,0.0,0.0,1,0.0639,AA,1.0,146.0,0.0,2286.0,5,2286.0,2
4,2021,1,BWI,10821,1082106,30852,US,24,MD,Maryland,35,1.0,0.0,1,134,AA,1.0,253.0,0.0,1888.0,4,1888.0,2
2,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,0.0,1.0,1,0.0622,WN,1.0,173.0,0.0,2780.0,6,2780.0,2
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.0983,UA,2.0,218.0,0.0,2218.0,5,2218.0,2
4,2021,1,BHM,10599,1059904,30599,US,1,AL,Alabama,51,1.0,0.0,1,0.3018,OH,1.0,513.0,0.0,1700.0,4,1700.0,2
2,2021,1,CLT,11057,1105703,31057,US,37,NC,North Carolina,36,1.0,1.0,1,0.3065,WN,2.0,358.0,0.0,1168.0,3,1168.0,2
4,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0653,WN,1.0,345.0,0.0,5286.0,11,5286.0,2
4,2021,1,IND,12339,1233904,32337,US,18,IN,Indiana,42,1.0,0.0,1,0.1519,YX,1.0,247.0,0.0,1626.0,4,1626.0,2
1,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,0.0,1.0,1,0.7619,AA,2.0,304.0,0.0,399.0,1,399.0,2
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,0.1257,UA,5.0,352.0,0.0,2800.0,6,2800.0,2
2,2021,1,RDM,14489,1448902,34489,US,41,OR,Oregon,92,0.0,0.0,1,0.0646,OO,1.0,168.0,0.0,2601.0,6,2601.0,2
2,2021,1,DSM,11423,1142307,31423,US,19,IA,Iowa,61,0.0,0.0,1,0.0786,OO,1.0,132.0,0.0,1679.0,4,1679.0,2
2,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,1.0,1.0,1,0.4008,WN,1.0,295.0,0.0,736.0,2,736.0,2
2,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,1.0,1.0,1,0.1734,UA,1.0,299.0,0.0,1724.0,4,1724.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.0682,DL,1.0,168.0,0.0,2463.0,5,2463.0,2
4,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0832,WN,1.0,429.0,0.0,5158.0,11,5158.0,2
2,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,0.0,1,0.3463,YX,1.0,312.0,0.0,901.0,2,901.0,2
2,2021,1,HYA,12250,1225002,32250,US,25,MA,Massachusetts,13,0.0,0.0,1,256,B6,1.0,328.0,0.0,1281.0,3,1281.0,2
2,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.1298,DL,1.0,333.0,0.0,2566.0,6,2566.0,2
4,2021,1,CMH,11066,1106606,31066,US,39,OH,Ohio,44,1.0,0.0,1,0.2636,AA,1.0,571.0,0.0,2166.0,5,2166.0,2
2,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,1.0,1.0,1,0.2573,B6,2.0,459.0,0.0,1784.0,4,1784.0,2
1,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,0.0,1.0,1,0.0378,OO,1.0,48.0,0.0,1271.0,3,1271.0,2
1,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,0.0,1.0,1,0.2958,AA,1.0,547.0,0.0,1849.0,4,1849.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.2088,UA,1.0,271.0,0.0,1298.0,3,1298.0,2
4,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,0.0,1,0.0673,AA,1.0,289.0,0.0,4296.0,9,4296.0,2
4,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,1.0,0.0,1,0.1808,DL,1.0,574.0,0.0,3174.0,7,3174.0,2
2,2021,1,FLL,11697,1169706,32467,US,12,FL,Florida,33,0.0,1.0,1,0.2146,WN,1.0,314.0,0.0,1463.0,3,1463.0,2
1,2021,1,CLT,11057,1105703,31057,US,37,NC,North Carolina,36,0.0,1.0,1,0.6372,OH,3.0,144.0,0.0,226.0,1,226.0,2
4,2021,1,ROA,14574,1457405,34574,US,51,VA,Virginia,38,1.0,1.0,1,0.1722,ZW,1.0,238.0,0.0,1382.0,3,1382.0,2
4,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,0.0,1,0.1175,AA,1.0,244.0,0.0,2077.0,5,2077.0,2
4,2021,1,TUL,15370,1537002,34653,US,40,OK,Oklahoma,73,1.0,0.0,1,0.1784,YV,1.0,497.0,0.0,2786.0,6,2786.0,2
2,2021,1,BDL,10529,1052906,30529,US,9,CT,Connecticut,11,0.0,1.0,1,0.0771,WN,2.0,176.0,0.0,2282.0,5,2282.0,2
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,0.0,1.0,1,0.0364,WN,1.0,68.0,0.0,1870.0,4,1870.0,2
4,2021,1,CLE,11042,1104205,30647,US,39,OH,Ohio,44,1.0,1.0,1,0.0744,WN,1.0,285.0,0.0,3830.0,8,3830.0,2
4,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,0.0,1,0.1484,UA,1.0,490.0,0.0,3302.0,7,3302.0,2
2,2021,1,ONT,13891,1389101,32575,US,6,CA,California,91,0.0,1.0,1,0.1224,WN,2.0,158.0,0.0,1291.0,3,1291.0,2
4,2021,1,RIC,14524,1452401,34524,US,51,VA,Virginia,38,1.0,0.0,1,0.0683,OH,1.0,297.0,0.0,4346.0,9,4346.0,2
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.2861,B6,1.0,747.0,0.0,2611.0,6,2611.0,2
1,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,0.0,1.0,1,0.2844,MQ,2.0,95.0,0.0,334.0,1,334.0,2
2,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,0.0,1.0,1,0.1232,DL,1.0,297.0,0.0,2410.0,5,2410.0,2
2,2021,1,RDM,14489,1448902,34489,US,41,OR,Oregon,92,1.0,1.0,1,0.0826,QX,2.0,136.0,0.0,1646.0,4,1646.0,2
4,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,0.0,1,0.1105,YX,1.0,286.0,0.0,2588.0,6,2588.0,2
1,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,0.0,1.0,1,0.0089,OO,1.0,5.0,0.0,562.0,2,562.0,2
2,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,1.0,1.0,1,0.3565,9E,3.0,308.0,0.0,864.0,2,864.0,2
2,2021,1,OAK,13796,1379608,32457,US,6,CA,California,91,1.0,1.0,1,0.3453,WN,1.0,375.0,0.0,1086.0,3,1086.0,2
2,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,0.0,1,0.3004,OO,2.0,274.0,0.0,912.0,2,912.0,2
3,2021,1,DAL,11259,1125904,30194,US,48,TX,Texas,74,0.0,1.0,1,0.0484,DL,1.0,139.0,0.0,2872.0,6,2872.0,2
1,2021,1,SJC,14831,1483106,32457,US,6,CA,California,91,0.0,1.0,1,0.0027,WN,21.0,5.0,0.0,1838.0,4,1838.0,2
4,2021,1,MCI,13198,1319801,33198,US,29,MO,Missouri,64,1.0,1.0,1,0.1628,DL,2.0,393.0,0.0,2414.0,5,2414.0,2
1,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,0.0,1.0,1,1.1945,DL,1.0,823.0,0.0,689.0,2,689.0,2
2,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.2402,UA,1.0,593.0,0.0,2469.0,5,2469.0,2
3,2021,1,MDW,13232,1323202,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.0047,WN,5.0,11.0,0.0,2334.0,5,2334.0,2
3,2021,1,RDU,14492,1449202,34492,US,37,NC,North Carolina,36,1.0,1.0,1,374,WN,1.0,484.0,0.0,1294.0,3,1294.0,2
3,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,1.0,1.0,1,0.0545,AA,2.0,258.0,0.0,4730.0,10,4730.0,2
2,2021,1,PSC,14252,1425202,34252,US,53,WA,Washington,93,0.0,0.0,1,0.0675,QX,1.0,184.0,0.0,2726.0,6,2726.0,2
1,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,0.0,1.0,1,0.1618,OO,1.0,151.0,0.0,933.0,2,933.0,2
4,2021,1,DLH,11337,1133705,31337,US,27,MN,Minnesota,63,1.0,0.0,1,0.2389,9E,1.0,786.0,0.0,3290.0,7,3290.0,2
4,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,1.0,1.0,1,0.1728,WN,1.0,235.0,0.0,1360.0,3,1360.0,2
1,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,0.0,1.0,1,152,B6,2.0,411.0,0.0,2704.0,6,2704.0,2
1,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,0.0,1.0,1,0.3453,QX,2.0,164.0,0.0,475.0,1,475.0,2
1,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,0.0,1.0,1,0.1968,WN,1.0,109.0,0.0,554.0,2,554.0,2
4,2021,1,RIC,14524,1452401,34524,US,51,VA,Virginia,38,1.0,0.0,1,0.0906,AA,1.0,239.0,0.0,2637.0,6,2637.0,2
1,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,0.0,1.0,1,0.2055,DL,4.0,291.0,0.0,1416.0,3,1416.0,2
2,2021,1,LIT,12992,1299206,32600,US,5,AR,Arkansas,71,0.0,0.0,1,0.0718,MQ,1.0,150.0,0.0,2088.0,5,2088.0,2
2,2021,1,PBI,14027,1402702,34027,US,12,FL,Florida,33,0.0,1.0,1,0.2313,WN,1.0,226.0,0.0,977.0,2,977.0,2
2,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,0.0,1,0.2979,OO,1.0,348.0,0.0,1168.0,3,1168.0,2
4,2021,1,FAT,11638,1163807,31638,US,6,CA,California,91,1.0,1.0,1,156,OO,1.0,357.0,0.0,2288.0,5,2288.0,2
5,2021,1,CHS,10994,1099402,30994,US,45,SC,South Carolina,37,1.0,0.0,1,0.0694,YV,1.0,271.0,0.0,4298.0,9,3907.0,2
2,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,0.0,1.0,1,0.0651,WN,1.0,65.0,0.0,998.0,2,998.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.0483,B6,3.0,252.0,0.0,5222.0,11,5222.0,2
2,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.0156,NK,2.0,37.0,0.0,2370.0,5,2370.0,2
3,2021,1,OMA,13871,1387102,33316,US,31,NE,Nebraska,65,1.0,1.0,1,0.0988,WN,1.0,261.0,0.0,2641.0,6,2641.0,2
1,2021,1,FLL,11697,1169706,32467,US,12,FL,Florida,33,0.0,1.0,1,0.0526,B6,4.0,56.0,0.0,1065.0,3,1065.0,2
4,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,1.0,1.0,1,0.0087,DL,2.0,11.0,0.0,1260.0,3,1260.0,2
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.2615,OO,1.0,511.0,0.0,1954.0,4,1954.0,2
1,2021,1,MIA,13303,1330303,32467,US,12,FL,Florida,33,0.0,1.0,1,0.4015,AA,1.0,271.0,0.0,675.0,2,675.0,2
3,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,1.0,1.0,1,0.1107,DL,1.0,387.0,0.0,3496.0,7,3496.0,2
1,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,0.0,1.0,1,0.0026,AA,3.0,5.0,0.0,1927.0,4,1927.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.0951,WN,6.0,237.0,0.0,2492.0,5,2492.0,2
2,2021,1,BMI,10685,1068503,30685,US,17,IL,Illinois,41,0.0,0.0,1,0.1953,9E,1.0,157.0,0.0,804.0,2,804.0,2
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,0.0,1.0,1,82,AA,1.0,118.0,0.0,1439.0,3,1439.0,2
2,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,1.0,1.0,1,0.1917,B6,1.0,291.0,0.0,1518.0,4,1518.0,2
4,2021,1,FSD,11775,1177502,31775,US,46,SD,South Dakota,67,1.0,0.0,1,0.2389,9E,1.0,736.0,0.0,3081.0,7,3081.0,2
4,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,1.0,1.0,1,0.0675,UA,1.0,217.0,0.0,3217.0,7,3217.0,2
2,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,0.0,1.0,1,0.5667,DL,1.0,790.0,0.0,1394.0,3,1394.0,2
2,2021,1,PNS,14193,1419306,33728,US,12,FL,Florida,33,1.0,1.0,1,0.1871,YV,1.0,226.0,0.0,1208.0,3,1208.0,2
5,2021,1,ILM,12323,1232305,32323,US,37,NC,North Carolina,36,1.0,0.0,1,0.0662,YV,1.0,339.0,0.0,5123.0,11,5123.0,2
1,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.5802,UA,1.0,517.0,0.0,891.0,2,891.0,2
4,2021,1,HIB,12129,1212903,32129,US,27,MN,Minnesota,63,1.0,0.0,1,229,OO,1.0,664.0,0.0,2900.0,6,2900.0,2
1,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,0.0,1.0,1,0.5076,DL,1.0,705.0,0.0,1389.0,3,1389.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.2054,AA,1.0,480.0,0.0,2337.0,5,2337.0,2
4,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,1.0,0.0,1,192,YX,1.0,395.0,0.0,2057.0,5,2057.0,2
4,2021,1,BOI,10713,1071302,30713,US,16,ID,Idaho,83,1.0,0.0,1,0.1036,OO,1.0,194.0,0.0,1872.0,4,1872.0,2
4,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,1.0,1,0.1423,DL,1.0,353.0,0.0,2480.0,5,2480.0,2
2,2021,1,SBA,14689,1468902,34689,US,6,CA,California,91,1.0,1.0,1,0.1487,QX,1.0,270.0,0.0,1816.0,4,1816.0,2
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,0.0,0.0,1,0.0626,AS,3.0,84.0,0.0,1341.0,3,1341.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,0.0,0.0,1,0.0035,AA,1.0,5.0,0.0,1428.0,3,1428.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,1.0,1.0,1,0.1126,DL,1.0,214.0,0.0,1900.0,4,1900.0,2
1,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.1964,DL,13.0,188.0,0.0,957.0,2,957.0,2
2,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,1.0,1.0,1,275,WN,1.0,584.0,0.0,2124.0,5,2124.0,2
2,2021,1,DSM,11423,1142307,31423,US,19,IA,Iowa,61,0.0,1.0,1,0.1048,WN,1.0,157.0,0.0,1498.0,3,1498.0,2
3,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.0654,DL,1.0,166.0,0.0,2537.0,6,2537.0,2
4,2021,1,STL,15016,1501606,31123,US,29,MO,Missouri,64,1.0,1.0,1,0.0035,AA,1.0,11.0,0.0,3132.0,7,3132.0,2
1,2021,1,PBI,14027,1402702,34027,US,12,FL,Florida,33,0.0,1.0,1,0.2618,NK,4.0,245.0,0.0,936.0,2,936.0,2
2,2021,1,ERI,11577,1157706,31577,US,42,PA,Pennsylvania,23,0.0,0.0,1,0.1525,ZW,1.0,221.0,0.0,1449.0,3,1449.0,2
2,2021,1,EGE,11503,1150305,31503,US,8,CO,Colorado,82,0.0,0.0,1,0.0051,OO,2.0,5.0,0.0,982.0,2,982.0,2
2,2021,1,OKC,13851,1385103,33851,US,40,OK,Oklahoma,73,0.0,1.0,1,481,WN,1.0,557.0,0.0,1158.0,3,1158.0,2
2,2021,1,PIA,14108,1410803,34108,US,17,IL,Illinois,41,1.0,1.0,1,0.0287,G4,1.0,60.0,0.0,2090.0,5,2090.0,2
1,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,0.0,1.0,1,0.1172,OO,2.0,140.0,0.0,1195.0,3,1195.0,2
4,2021,1,LFT,12951,1295106,32951,US,22,LA,Louisiana,72,1.0,0.0,1,0.2598,C5,1.0,386.0,0.0,1486.0,3,1486.0,2
2,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.1193,B6,6.0,298.0,0.0,2498.0,5,2498.0,2
4,2021,1,OMA,13871,1387102,33316,US,31,NE,Nebraska,65,1.0,1.0,1,0.0834,WN,1.0,274.0,0.0,3286.0,7,3286.0,2
2,2021,1,BHM,10599,1059904,30599,US,1,AL,Alabama,51,0.0,0.0,1,0.1475,YV,1.0,172.0,0.0,1166.0,3,1166.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,0.0,1,0.1751,QX,1.0,236.0,0.0,1348.0,3,1348.0,2
4,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,1.0,1,0.1051,DL,1.0,504.0,0.0,4796.0,10,4796.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,0.0,0.0,1,0.1635,UA,1.0,290.0,0.0,1774.0,4,1774.0,2
2,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.0492,DL,1.0,257.0,0.0,5222.0,11,5222.0,2
2,2021,1,PIT,14122,1412202,30198,US,42,PA,Pennsylvania,23,1.0,1.0,1,0.1429,WN,2.0,276.0,0.0,1932.0,4,1932.0,2
4,2021,1,ICT,12278,1227805,30928,US,20,KS,Kansas,62,1.0,0.0,1,0.1331,MQ,1.0,264.0,0.0,1984.0,4,1984.0,2
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.05,WN,1.0,210.0,0.0,4201.0,9,4201.0,2
4,2021,1,MCI,13198,1319801,33198,US,29,MO,Missouri,64,1.0,1.0,1,0.1135,WN,1.0,337.0,0.0,2968.0,6,2968.0,2
2,2021,1,SYR,15096,1509602,35096,US,36,NY,New York,22,0.0,0.0,1,0.1876,OO,1.0,398.0,0.0,2121.0,5,2121.0,2
3,2021,1,MAF,13158,1315805,33158,US,48,TX,Texas,74,0.0,0.0,1,0.2426,OO,1.0,521.0,0.0,2148.0,5,2148.0,2
1,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,0.0,1.0,1,0.0055,OO,9.0,5.0,0.0,916.0,2,916.0,2
2,2021,1,GEG,11884,1188402,31884,US,53,WA,Washington,93,0.0,1.0,1,0.0652,AS,1.0,181.0,0.0,2778.0,6,2778.0,2
2,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,1.0,1.0,1,0.1739,WN,1.0,287.0,0.0,1650.0,4,1650.0,2
4,2021,1,GEG,11884,1188402,31884,US,53,WA,Washington,93,1.0,0.0,1,0.1451,OO,1.0,339.0,0.0,2336.0,5,2336.0,2
4,2021,1,TPA,15304,1530402,33195,US,12,FL,Florida,33,1.0,0.0,1,0.2963,AA,1.0,534.0,0.0,1802.0,4,1802.0,2
4,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.1128,AA,1.0,423.0,0.0,3749.0,8,3749.0,2
4,2021,1,DSM,11423,1142307,31423,US,19,IA,Iowa,61,1.0,0.0,1,0.0665,UA,2.0,205.0,0.0,3082.0,7,3082.0,2
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,0.0,0.0,1,0.1875,AA,1.0,238.0,0.0,1269.0,3,1269.0,2
1,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.0639,DL,37.0,63.0,0.0,986.0,2,986.0,2
2,2021,1,MHT,13296,1329604,30721,US,33,NH,New Hampshire,14,0.0,1.0,1,0.1566,WN,3.0,203.0,0.0,1296.0,3,1296.0,2
2,2021,1,LCK,12917,1291703,31066,US,39,OH,Ohio,44,1.0,1.0,1,0.1624,G4,1.0,289.0,0.0,1780.0,4,1780.0,2
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,0.0,0.0,1,0.1563,DL,1.0,265.0,0.0,1696.0,4,1696.0,2
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.0802,UA,1.0,265.0,0.0,3304.0,7,3304.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.0841,UA,3.0,260.0,0.0,3092.0,7,3092.0,2
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,1.0,1,0.1959,DL,1.0,588.0,0.0,3002.0,7,3002.0,2
2,2021,1,SNA,14908,1490803,32575,US,6,CA,California,91,0.0,1.0,1,0.3116,WN,3.0,172.0,0.0,552.0,2,552.0,2
1,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.0941,WN,5.0,81.0,0.0,861.0,2,861.0,2
2,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,0.0,1.0,1,0.0033,WN,4.0,5.0,0.0,1503.0,4,1503.0,2
4,2021,1,FAR,11637,1163703,31637,US,38,ND,North Dakota,66,1.0,0.0,1,0.1199,OO,1.0,396.0,0.0,3302.0,7,3302.0,2
4,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,0.0,1,0.0701,AA,1.0,211.0,0.0,3010.0,7,3010.0,2
1,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,0.0,1.0,1,0.8296,DL,1.0,443.0,0.0,534.0,2,534.0,2
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,0.0,1,0.1033,AS,3.0,217.0,0.0,2100.0,5,2100.0,2
4,2021,1,ICT,12278,1227805,30928,US,20,KS,Kansas,62,1.0,0.0,1,0.1184,OO,1.0,345.0,0.0,2914.0,6,2914.0,2
2,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,0.0,0.0,1,0.2086,DL,1.0,353.0,0.0,1692.0,4,1692.0,2
4,2021,1,CMH,11066,1106606,31066,US,39,OH,Ohio,44,1.0,1.0,1,0.2914,WN,1.0,387.0,0.0,1328.0,3,1328.0,2
2,2021,1,BWI,10821,1082106,30852,US,24,MD,Maryland,35,1.0,1.0,1,0.1608,WN,2.0,137.0,0.0,852.0,2,852.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,0.0,1,0.4682,OO,1.0,221.0,0.0,472.0,1,472.0,2
2,2021,1,MDW,13232,1323202,30977,US,17,IL,Illinois,41,0.0,1.0,1,6,WN,2.0,5.0,0.0,834.0,2,834.0,2
2,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,1.0,1.0,1,0.1337,OH,1.0,216.0,0.0,1616.0,4,1616.0,2
1,2021,1,SFB,14761,1476107,34761,US,12,FL,Florida,33,0.0,1.0,1,0.2276,G4,1.0,208.0,0.0,914.0,2,914.0,2
4,2021,1,FAR,11637,1163703,31637,US,38,ND,North Dakota,66,1.0,0.0,1,0.0868,OO,1.0,388.0,0.0,4468.0,9,4468.0,2
2,2021,1,PWM,14321,1432105,34321,US,23,ME,Maine,12,0.0,0.0,1,0.6371,AA,1.0,876.0,0.0,1375.0,3,1375.0,2
4,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,1.0,1.0,1,0.1316,UA,1.0,275.0,0.0,2090.0,5,2090.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,1.0,1.0,1,0.1206,DL,3.0,316.0,0.0,2620.0,6,2620.0,2
2,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,1.0,1.0,1,0.1621,AA,2.0,353.0,0.0,2178.0,5,2178.0,2
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,189,NK,1.0,282.0,0.0,1492.0,3,1492.0,2
4,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,1.0,0.0,1,139,UA,1.0,393.0,0.0,2828.0,6,2828.0,2
2,2021,1,HOU,12191,1219102,31453,US,48,TX,Texas,74,1.0,1.0,1,0.3121,WN,1.0,771.0,0.0,2470.0,5,2470.0,2
